id,codigo,designacao
40a781b1-785f-42fb-bfdd-c4bf5055a23e,GO-4151060,FECHADURA PORTA ESQ | G6
40b7342f-c418-4cbe-96d4-e5e0bc5352ac,HA-116-832,FAROLIM DIANTEIRO
40ff6590-df9a-4449-8087-ea92077a3946,GO-7140732,KIT DE DISCOS DE TRAV�O - G4
41326df7-6408-4034-bfa4-2bdd2d120e66,GO-5100134,PARAFUSO DOBRADI�A DA CAIXA
41567db0-2bc3-4cab-81f1-73044d63c849,OF-CS-AB-3-6X140,ABRA�ADEIRA 3.6X140
41b4a639-d453-4fe1-8dad-ae8759bd3c59,HA-87-486,FILTRO VALVULA
420106aa-6aef-4a43-9841-365d82a49b28,GO-2100761,CONJUNTO DE ROTULAS E VIOLET  G4
42666ec1-54df-4ae3-81d1-8e3ea9b9a334,GO-7141102,KIT PARAFUSO VARIADOR + ANILHA - G6 (SB 71724319)
42b90c48-8084-42bf-ba94-3b1176b48629,HA-106-382,FECHADURA
42e98a9a-11ed-4b6b-a932-9950603702ff,TSM-14-0500-087,CENTRALINA ASPIRAÇÃO 24V
4300b850-b85c-4fde-8c06-a47169aad26c,HA-149-726,TUBO
4305a649-85ec-4365-9ff9-414e39e27cf9,GO-BF-SUPORTE,SUPORTE FERRO PARA BARRA FRONTAL
43089a06-ab2d-45df-94bf-2513fb4d15df,GO-2100729,ROTOR DE MOTOR G4
43fbab59-3f3f-415b-818c-e403d9b7752c,TEC-BL008,CASQUILHO
4467d77d-70c0-4e33-8f4b-265a561d9e85,GO-7141104,KIT TERMINAL DO MOTOR - G6
44b7c683-0853-4810-93a8-d13828c60e76,GO-6002827,DOBRADI�A PORTA DRT. G3
458470a7-a384-4cb6-8c22-5c31d8b4b434,HA-122-043,TUBO
4609cebc-f0a8-4864-b1cf-6fb2146d5c98,GO-2100011,ROLAMENTO 30206 J2/Q
4613074c-f7a1-44fb-90a4-c6ed32f91496,GO-6200086,COLUNA DIRE��O - G3
469935ce-d739-4315-bf9d-a6d537d9dce6,GO-7141001,KIT DE CABOS MOTOR G6
46b89fef-3408-4cda-8eb6-bf317ae0f8b2,GO-6207898,AMORTECEDOR TRASEIRO G4
47bc54e7-6113-4b1c-8976-f9ccd4a068e5,GO-6201443,AMORTECEDOR G3
47c8f272-e9fc-447d-964a-206745aea68e,GO-2100397,CORREIA TRANSMISS�O G5
47cf4eec-de05-4ac3-9a55-3122c4e93480,GO-103514634,ROLAMENTO | G2
47f0c0a1-2f93-418d-b1d7-db876f773213,HA-150-387,PARAFUSO
47f9e6df-b783-4395-814d-19951958e7bb,HA-150-330,SENSOR PRESS�O - ESCAPE
48180b35-3e20-4b69-9759-b38f4a7c4469,GO-2101293,KIT RELES BATERIA E4V
48189d82-8362-4c62-b90b-2aecd0e4073b,GO-7140388,PORTA COMPLETA DIREITA G4
481dc472-57df-4144-9f59-ec86f07f3c7b,GO-2100280,JOGO MAXILAS TRAV�O TRASEIRO G3
4880c06b-0fef-4906-8842-969721f75e9d,GO-2100677,CAIXA REDUTORA
48a859b2-fe2b-44e9-839e-6f750129d280,OF-CS-PF-SX-10X25,PARAFUSO INOX SEXT. 10X25
48b84c40-f8b8-4b6d-b4b0-4f43b59467e5,GO-6200503,TAMPA
49075c79-65d5-4057-a264-627716f2c90e,GO-4151030,CASQUILHO
49248445-f961-4c06-aee8-22fa4ff99908,TSM-14-0500-046,CONTROLADOR DE ASPIRAÇÃO 24V
4929a0c1-22e9-4c6f-94b0-59716f656272,GO-6001186,DOBRADI�A PORTA G3
493b9e5d-360f-490f-80d0-ae856bbf9799,GO-7140269,GRELHA FRONTAL - G3
494efce4-aea2-4d67-9ee7-0f3d2aa9669e,GO-6207303,CORTINA ROLANTE C/ BARRAS LATERAIS
4a7a801a-b1fd-4c38-b220-0aff6395ef0f,OF-CS-HD-USIT38,USIT 3/8 BSP
4ac4ed66-007a-4ac9-81a3-6be9399ccea9,GO-7141113,KIT MODIF. CABLAGEM BAT G2 | 7.5 | SB71724329
4acf6c69-41df-40a0-ad7b-a27e2e15ba2b,HA-CM1200A,ESCOVA LATERAL HAKO A�O
4b0c59dc-f85c-4813-b420-921ed7bfb7db,GO-3450551,COMANDO DIREITO G4
4b41c27e-24bc-4950-8a13-830059dfc204,TSM-12-0500-085,CENTRALINA ASPIRAÇÃO 24V
4bf8e06f-4f4c-482f-8d29-8e1009ea0a12,GO-4150252,RETROVISOR S/BRA�O G3
4c4818b6-6485-49c6-a91d-91656845d8be,GO-104012851,RELAY 48V
4c6a86bb-6189-4d8f-b93e-d02d4195e21f,GO-7102100,TRIANGULO INFERIOR - G4
4ca833b5-ab9e-43d1-b54f-b72aabc3c53d,TEC-EA899,CONECTOR DIODO
4caa1630-304c-4c4c-9f1f-17634d361dbd,HA-149-693,CONJUNTO DE FECHADURA
4cef0dea-80f6-473c-8b60-89bd981e5ef9,GO-6207256,GUARDA LAMAS TRASEIRO DIREITO
4d0019cb-4642-48b2-b6d4-70083a62e021,HA-147-714,PREFILTRO COMBUSTIVEL
4d2a1dd4-6010-4a5c-a001-e15f404ebf5b,GO-710034-07,GRELHA FRONTAL G3
4d392abe-5b1a-42e6-8aff-2e5bdf33c611,GO-6301084,CABO MASSA
4d4540eb-d07e-4769-82b3-8bb7500bdded,HA-150-337,TERMOSTATO
4d559d4f-50ad-43ad-b586-ade5ae7da4d4,HA-149-504,BORRACHA FUNDO CUBA
4dcdeffd-3eed-4b46-b6db-a6d602aee626,GO-2101077,FOLE DE DIREÇÃO | G2
4e5deace-ad70-4cbb-83c1-21cc22af09cb,GO-4250046,TAMPA PL�STICO PILAR G4
4ebdbfda-fa96-48d0-87c8-3c8b24d45828,TEC-850603,PARAFUSO
4edd6028-9b56-4cef-b061-283688cacced,GO-7140551,KIT TABLIER G4
4f2b9d6f-e1b8-4082-a5f6-9cf37dba74b1,GO-6207525,PORTA DE VIDRO DIREITA - G2
4f66cea6-be70-4fc2-91da-a34e8007ff55,OF-CS-PF-SX-6X35,PARAFUSO SEXT ZINC M6X35
4fde100c-ce91-4923-83c7-13eb91db2aea,GO-7141125,KIT CONVERSOR | G2 | SB71725303
5040c422-fc15-45de-a164-74b168bd566b,GO-7140124,KIT VOLANTE (COLUNA +CANHAO) G5
50f6b2be-e4b0-4966-8c11-14bdc9520d36,HA-149-318,FILTRO HIDRAULICO
513df088-8ac9-4b2d-93c8-803c923b9559,HA-150-899,FILTRO COMBUSTIVEL LINHA
51dad40a-1752-4847-8a26-3f56a3a265c5,HA-150-161,VALVULA Y55
51ddaa9d-a617-473e-b2bc-050dcf66ab32,GO-3450540,OPTOCOUPLEUR
51f184f5-83f6-4d33-a7cc-a17e1791d005,GO-7100134-10,GRELHA FRONTAL COMPLETA
5256cbfd-d0a8-4cdc-98b1-521bdf20b035,GO-7140413-02,CARREGADOR 240 AH  G4
52953e33-a952-4125-bf69-2dcfb3aacd80,GO-6207255,GUARDA-LAMAS TRASEIRO ESQ. G4
52a854c9-48ad-47ea-bc0a-582f20ae10b1,HA-149-159,FILTRO DE COMBUSTIVEL
538d5596-67e3-4b75-af66-9a1eda6f6295,GO-3500149,MOTOR SIST. ASP. G4
539479db-506b-4d21-8c5b-a147df4e40d2,GO-6207275,VIDRO TRASEIRO
53bccbcb-a180-4aa7-9965-61cc275dd653,GO-6110148,SUPORTE PARACHOQUES DIR G4
53ca41af-5cc4-444b-ab19-380eeffdfa33,OF-CS-EL-FA-001,FAROLIM LATERAL PISCA G4
546f56af-646a-4b44-884f-7c2251bfd18f,HA-149-393,VALVULA REGULADORA Y10
549d4305-372a-4572-affb-69f91d5b7bad,HA-69027016,FILTRO VENTILACAO
54ba84af-dd4b-42a5-add8-d307f4ee58db,TSM-12-0100-004,RODA MANGOTE
54e61d3b-885b-4bc9-96c4-53565f759879,GO-6207524,PORTA DE VIDRO ESQ G2
54f4e974-8d2f-4925-abcc-e13a577b3d01,GO-6207406,FICHA CARREGADOR MACHO G5
552d17df-bb02-47a8-bd3b-82a6ee5c7c63,GO-7140354,DISPLAY PROGRAMADO
5568989e-9e7d-4ed0-b0f3-1ba922cd81e9,HA-147-203,JOYSTICK
558591a9-fef7-4d31-b41a-87e583bf7c20,GO-3450467,BOT�O AVISO
55897dda-ae8b-4453-86d8-970c6ecd3cab,GO-2100669,PASTILHAS TRAV�O G5
55a2bf26-e829-4e61-9f77-f7c1a983e97b,OF-CS-AN-MO-M6,ANILHA MOLA INOX M6
55dbac34-c1fb-4d9f-88aa-3720e466f96e,GO-6207273,TAMPA LATERAL ESQ. G4
560bcc25-4524-410a-892e-4dd6fba786e0,GO-2100100,KIT JUNTAS PISTAO
565bd5ba-b34e-4406-8548-746e4e7cc4f4,GO-3450434,TERMINAL COM FUS�VEIS G4
5670c05a-8b11-4b8a-8f23-3e144aafa101,GO-6111570,DOBRADI�A INFERIOR
56838fcd-15b7-4983-9bd2-59d482534e54,HA-111-100,V�LVULA
5722e3ef-e3de-46a8-8c30-7e4f05224b06,OF-CS-PF-6X20,PARAFUSO M6X20
57715af0-dd4c-4014-8102-4708512d2ece,TEC-BI992,PALA
578db994-af2c-481b-9f8a-212a95b57a07,GO-3550130,LUZ STOP
57df215f-47c1-474c-9945-1427e5014ea7,GO-031,PACK DE BATERIAS TAB 240H 48V  G3  (GR)
58787685-f4f7-4389-b241-19394d85202d,GO-4151130,ROTULA SUSPENSAO
589484f3-c092-4b7c-9978-0ee44e6994f2,GO-7141067,KIT DE MODIFICA��O DE CABLAGEM DE MASSA - G6
58b61cdd-ced7-41a8-8b32-2deda5d72dd0,HA-150-380,POLIA
58bab68b-52c1-45e8-83d4-6da9d094d161,GO-7141082,KIT DE SUBSTITUIÇÃO DE CONTACTOR - G6 (SB 71724311)
58c2542b-2ac2-4ef8-a6e4-010ac358d7a0,HA-150-340,VELA MOTOR
5956fe02-d5e4-4196-b3ad-e9d38619d8d7,TEC-850515,PARAFUSO
59716613-0ac0-4a32-8ab8-0ebf0d226b5e,GO-7100134-11,GRELHA FRONTAL
59994042-bb73-4431-ac1c-2e69f262f572,GO-3500217,CARREGADOR 230V 30A  G5
59e02353-70bf-458e-86e6-e2e6b206fc45,OF-CS-PO-FL-M6,PORCA SEXT. FLANGE M6
5a2b899f-c7e5-4b19-8b09-bbf8c35188db,OF-CS-EL-PO-001,PONTEIRA ISOLADA SIMPLES TE 1.00
5a68c125-ea7a-492d-964f-0f0de9e9a815,GO-6200512,TUBO DE TRAV�ES FRENTE M12
5af49b21-b961-44e5-8bc3-63e145b09af0,GO-2100464,FOLE
5b361819-62dc-4ee3-a0e9-b70cba61e096,HA-149-824,TIRANTE HEXAGONAL
5b3c1be4-5670-4f90-aa03-d1ee85bdc5ad,GO-7140224,BARRA DE DIRE��O COM R�TULAS G3
5b69a103-af1d-49f1-8a9c-3e9fbb62efe8,OF-CS-EL-LR-F2P,LIGA��O R�PIDA FEMEA 2P
5b817d13-f09a-4139-9262-7be771556beb,HA-12-223,BOLA PRETA
5bd4792d-0e08-4596-aa7e-e6343e561159,GO-2100001,MAXILA DIREITA G3
5c049bf1-de50-4d34-bffc-f66c43366f67,GO-4150963,APOIO
5c345e9a-0a1c-4889-8627-c3c9b9a36ae2,HA-5061000215,T�RICA
5c4271a4-70fe-4a69-8933-102f4de52794,HA-147-293,APOIO DE BRA�O
5cd34a6b-a4d4-4b09-8e3a-42ce8b57212c,OF-CS-PF-SX-06X020,PARAFUSO A�O  SEXT. 06X020 DIN 6921
5d448e6b-7fd0-4993-bbe6-697ef2a99ecc,GO-7140397,KIT TAMPA LATERAL G4
5d7ad893-223b-413f-bc63-bbdf6f260f2b,HA-147-223,ANILHA PARA ROLAMENTO RODA BOCAL
5dfa8690-7e08-4b13-bd3d-3eb6e72f2a4a,OF-CS-EL-LA-001,L�MPADA
5e7f3592-8116-4e08-9ba7-6bd9afdd8349,GO-7140646,KIT VIDRO DA JANELA ESQ G2
5e7fb480-d882-47bf-9c0f-5fde4e1e5d42,GO-6207264,GRELHA FRONTAL BRANCA G4
5e822406-4d52-4122-81ff-ec6d7f29c24b,GO-2100523,P� DA TURBINA  G4
5e9dac03-b3a0-4816-9e72-84771de53e9b,GO-6200313,CABLAGEM AP COMPLETA
5eeddafa-06c6-4468-b408-5c2a1b42378d,HA-149-482,TAMPA FAROL TRASEIRA
5f238cfb-afaf-469d-94ae-98c5c011a7b2,OF-CS-EL-TE-014,TERMINAL CRAVAR COBRE TC 50-10
5f8d2990-7109-4340-b9ab-d935d28dd17f,GO-7141100,KIT DE ISOLAMENTO DE DIODOS DO CHICOTE BIZLINK - G6
5fbef87c-a477-4d6b-92dd-0ea9b1ae5643,GO-4150964,SINOBLOCO
5fd8b437-7a8c-420f-abcd-c92e81eed0cf,GO-2100043,VEDANTES 35X20X8  G3
6037a0d5-7c26-4b31-a1b1-9ebe33e2e315,GO-7140810,FERRAMENTA DE CENTRAR G6
60adec4e-2d42-4d66-9c02-51f4d24bb941,GO-3550137,FAROLIM DIANTEIRO ESQ - G6
60e1470a-1b2f-466a-8107-204153c90bce,GO-2101005,BORRACHA DE PROTE��O DO CARACOL ASP. G4
60f6c39b-9824-48d2-9976-e87561c7e6a7,OF-CS-EL-FI-003,FICHA BORRACHA MACHO PRETA 250V
61638f4a-446b-44aa-9069-642f7e7fdd1f,GO-6200743,PONTE 14.87 TEAM G4
617b2046-3ffe-4653-882d-e556298ebeea,GO-2100158,ROLAMENTO
620867fc-17bd-4ada-8fec-8e4f9bd372f1,HA-109-057,TAMPAO GASOLEO
623156dc-ea38-4363-a980-37a6738bf634,GO-6206090,TAMBOR TRAV�O
62419ec5-83a8-452f-bf96-08e7c9cc0d42,GO-7140444,VIDRO JANELA PORTA ESQ. C/CALHAS G4
6242fc6c-8369-41a3-b2d5-d0f2ada3889f,OF-CS-EL-TU-007,TUBO TERMORRETRATIL 2.5-1 HFT-2.0
628794d1-da6d-4cc8-8f67-54ed60f31f63,TSM-8300-0133-0,AUTOCOLANTE ARIA 240 SUPER HYDRO
62d6f09e-f3b2-4915-a190-568ef3a70afc,HA-147-168,CHAPA
62ff45bc-b75a-4a1a-bb8d-27492d5257d6,HA-87-719,PORCA
630dea55-ac3c-4ef7-8e81-971dc5e7e3f0,GO-5100122,PARAFUSO
63951caa-31cb-4cec-834f-c533b55bef13,GO-127MP062,FECHO DA PORTA DIR G2
639d62b0-5c3d-49cd-b721-c66a1ddd6723,HA-150-345,COMPRESSOR AA
63f0c7b2-31c2-499d-97b8-a488371af72b,HA-150-121,POLIA TENSORA
6436b32b-66b5-4e44-851d-e30dac363aff,TEC-026818,PLACA
64b9b24d-0d1e-4798-8453-253b7d1c4a20,GO-7141129,KIT CONVERSOR 450 | G6
6522ed10-a13d-4682-8755-ed88f2dd8c88,GO-2250133,MOTOR G6 RETROFIT MY 22.5
6525d5ad-7a00-454f-a2d9-eac0134737b7,GO-8410222,CABO INTERFACE USB G2
654e3b62-3f08-4251-b8cb-c3a7aa82af3a,GO-BL71717310,BOLETIM DE SERVI�O N�71717310
65706686-ff68-4f3b-97be-bbcae10f2e33,OF-CS-LI-MA-001,MASSA TERMICA
657e735a-b25b-448d-87af-10e90667c932,GO-7140377-02,KIT CARREGADOR G4 240AH 11A
65d04e53-4f18-4199-b0ab-c5ed4c61c2c0,TEC-BH735,PORTA PATIM
65dd748f-6791-4738-bdb8-05dab03beb2f,GO-3500209,BATERIA AUXILIAR 12V G4
665f408d-96ac-48fa-8f52-d120bdb8c538,HA-114-026,ACOPLAMENTO RAPIDO HIDRAULICO
6664d25e-a376-473f-80e7-508318a23509,OF-CS-AN-PR-M6X127,ANILHA PRESS�O INOX M6 DIN 127
66c3b2a4-5207-402d-a401-8bf6e45eeac5,GO-7100144-01,ESPELHO INTERIOR COMPLETO  G3
66d596d7-ef41-465e-9486-6f81b01847ec,GO-3500021,CONTATOR  G4
6741cd16-6623-4b58-bae7-2f6e0c1d72a0,GO-7002176,COLCHETE TRASEIRO
67d107be-90c3-4250-bf1f-ac558bfd83f7,GO-112881635,TAMPAS DE DISTR. �GUA BATERIA GEM
6898f788-5fbc-4cf8-8a68-5522f620a72b,OF-CS-EL-FI-004,FIO FV 16 PRETO
68a9804d-0ce9-4464-a119-b6376718dcda,OF-CS-EL-LR-M6P,LIGA��O R�PIDA MACHO 6P
68beffd1-6de2-4b57-978e-b1fefc48ed86,HA-147-069,CARACOL DA TURBINA
68f2bf29-7c2a-4d4c-945b-72929790e903,GO-7140625,KIT TRIANGULO
69279107-8819-4eee-bf15-2dcd401aecfe,GO-4000519,MICROCENTRAL 12V
695b210d-0f68-4395-82ec-22c29ae23827,TEC-BI539,PERNO
69bd0928-3e36-487c-b1f2-05d2e6bb5d76,GO-7140229,KIT RETROVISOR C/BRACO G3
69c15eb4-d9a0-4b20-a3a7-ee00328602c5,HA-13-007,PORCA
6a039f58-5ff8-4cfc-99b3-64171c8d0175,GO-7140116,FLANGE DE TRANSMISS�O
6a0b4125-fc76-457c-af91-9937dc7b2fec,GO-2101295,"BMS ESCRAVA G6 28,8KW"
6af1ea3a-50a7-4106-99df-3bf382d56b45,OF-CS-PF-CO-6X30,PARAFUSO COV M6X30
6b368a7c-754e-47bb-99cb-780fd0ee945c,HA-149-071,BORRACHA DO TUBO DE ASPIRAÇÃO
6b5d641a-638d-4e30-ba3d-0325c29f4361,GO-3500190,MOTOR BOMBA ALTA PRESS�O G4
6b6f346d-3686-46b7-8ddb-bbd26ccc522a,OF-CS-PF-IN-06X25,PARAFUSO INOX COV M6X25
6b706005-f8f2-4e21-8331-fd1320bd3db2,TEC-BL007,ESPA�ADOR
6b99d20f-4d71-4d47-a081-51795a9f8ed7,HA-149-384,ARO SUPORTE CARRINHO ASPIRA��O
6ba940d3-09ec-47e4-a8b2-3be5dedf70ff,OF-CS-LB-OL5W30,�LEO 5W30
6bfc2a27-940c-447e-9ab5-81db2905655b,HA-149-066,BOT�O DE TRAV�O
6bfec8d2-a1ca-4822-b553-eb5a225b4720,GO-7140934-01,CARREGADOR G4 MY22 320 AH
6c1be8dc-8392-4975-9e49-76c0cf3a8445,HA-149-053,BATENTE BORRACHA EIXO FR
6c2f07b3-ed90-454c-bb86-d7c4f6c0e307,RA-57111166,FILTRO OLEO
6c3e9516-3c7e-4508-bfbb-9d7f1e6fe7f8,GO-6301099,CABO BATERIA - G6
6c647f3a-7156-4e60-9171-d90fd7ddfd90,OF-CS-EL-TE-004,TERMINAL CILINDRICO F�MEA 1.5-2.5
6c6848f8-e6fd-46ee-98b3-3a61294fce68,GO-6207276,BORRACHA P�RA-BRISAS FRENTE G4
6c6a2e40-84f8-4497-9e7a-86e35e8c876e,GO-2100585-FR,CILINDRO RODA C/PARAFUSOS FIXA��O FRENTE G3
6cdc3d1b-1fc3-4d76-8e71-68c98b5cbdc0,GO-BF-BFL,BARRA DE LAVAGEM FRONTAL
6d2eb8de-ce0e-4c5f-967c-22c0b8931f33,HA-114-485,CONNECTOR PLUG
6d671393-27f2-4e9e-9336-0770258bb026,GO-7140984,KIT DE MODIFICA��O DO SUPORTE DO SENSOR - G6
6d6998a7-a58a-4d6f-8ed3-d5a53a5f98b6,GO-6106530,PLASTICO INTERIOR
6dcb519e-c84b-43da-9d22-cfe88a2d6777,GO-6200173,CABO DE DIAGN�STICO G5
6dde1eec-dc8e-4b27-bc11-3f3994e49b0b,HA-150-358,SENSOR MASSA DE AR
6e04f42d-0031-4887-8894-bbc9f9273069,GO-7002180,R�GUA DE PROTE��O G4
6e0bbe8e-8057-4970-b568-d0a9e855fca9,OF-CS-PO-RE-CB-M6,PORCA REBITAR CABE�A BAIXA M6
6e0cf8bb-9790-4d01-bc76-dbc3dba68100,HA-108-155M,MOTOR ESCOVA HAKO
6e9163f9-46fd-4f46-8423-31866f3bd49a,GO-4000455,CONECTOR 90� (AP)
6ea97ec2-f8a3-4712-ad34-e1c9c97d6361,HA-149-516,FILTRO GAS�LEO
6eb6b38f-2564-4c49-8ec0-5bd85b462a20,HA-111-076,O-RING
6f1a9435-2d7f-49d8-9a09-62d1a072c57e,GO-3500265,CONTROLADOR 100V 650A - G6
6f3ef97d-b241-49d0-a0c1-a74c15275994,HA-150-159,VALVULA DE PASSO
6f7969b5-c8cd-49f5-b2ce-ea6f067fd2f3,HA-147-089,BORRACHA FRONTAL
6f8e96f8-5162-42e0-a464-cf0ce194df5f,OF-CS-EL-TE-008,TERMINAL FAST-ON 6.4X0.8
6fdb2b0b-2e5c-434a-8379-3d2cdddf0052,P-7711,FILTRO COMBUST�VEL EM LINHA
6fdf4ed6-bba5-485b-9e54-4c0677dcb29b,HA-150-322,JUNTA
6ff6544a-6164-456f-b1dc-c2bfd6038845,GO-6207672,AMORTECEDOR | G2
72033445-dfc2-48dd-a24d-d88c20c836f6,GO-2100275,GANCHO DE BLOQUEIO
722b6dbb-a77d-4f00-ac9e-b33656cb09b6,HA-150-064,FILTRO AR
7241a179-2dea-4d2c-8518-22db43a67150,GO-3450436,RELAY G4 - 12V - BRANCO
724889eb-c0c3-4da4-a907-836470742dcd,GO-7140097-03,KIT CARREGADOR 48V/30A C/ACESS�RIOS 240AH
7274cf31-a68e-47f2-8547-7416b9d0b906,GO-6400028,MANGUEIRA SIST. ALTA PRESS�O
7281db7e-fa70-43cd-a729-e8b3a5f2624f,RA-58521505,KIT JUNTAS RETORNO
72a4aa62-3ae0-4a95-aa9e-aaf2c0bd2a2e,TEC-BT280,COMANDO TRASEIRO
72ac7d23-0b00-4143-920a-714fc94945ad,RA-57111169,FILTRO COMBUSTIVEL
73528444-ac12-4129-bf24-991436b95e14,GO-7140586,KIT FECHADURA PORTA DIR G4
7354fd4f-cba9-4d5b-9b3a-3ecff3f08bf9,GO-ROL-002,ROLAMENTO EIXO DENTRO
738bc6ad-37ab-4e5e-802c-13753f5b61d7,GO-3550129,PISCA G4
74a2f960-0714-4bc1-a86d-ceef574f8cb7,HA-CM1200,ESCOVA LATERAL HAKO MISTA CM-1200/1250/1600
74a8de90-5c2c-4572-89d7-9700f4799e58,OF-CS-EL-TE-019,TERMINAL CRAVAR COBRE TC 35-8
74b77a3b-9b67-4485-a02f-72f987529d17,TSM-14-0500-086,FICHA CONTROLO DE TRAÇÃO 24V
74d47b91-86f9-49fd-83e5-16b968addfa2,OF-CS-HD-CQ-MM1414,CASQUILHO M-M 1/4X1/4
7516c72b-8448-4e5f-a3de-657e331f46d4,GO-127MB502V,VIDRO PORTA DIREITA MEGA
75964d18-9b37-46d6-b4d8-0ce9b1aaf489,GO-5300023,ANILHAS DE ESPA�AMENTO G3
765f9575-ab42-4f0a-965b-94141c89e404,TSM-2385-0008-0,PROTEÇÃO DA ALAVANCA
7663035c-5307-43f7-b2b3-eaf6cd612e05,GO-128K105,MOTOR EL�TRICO PORTA ESQ. G4
768f31a0-8b33-4c1b-8920-84863127860e,GO-6200208,CABO DE INTERFACE ZIVAN G5
775eb7fb-1513-4d51-af51-3c96f18c47f1,HA-02173,FILTRO AGUA
7760d300-c4f5-41f6-91bd-d416e437c24e,GO-7140644,PORTA COMPLETA ESQ G2
777d5a1d-4fca-454b-ae81-c283e8cd4d46,HA-149-568,JUNTA
77d1520e-ada1-48a6-bd6b-7317d43d05c3,HA-149-996,CORTA CORRENTE
78200be5-ebf2-419c-815c-6c0fad5cdbec,P-1164,FILTRO HIDR�ULICO
78ba9d4f-3731-434f-992c-2abe134c0140,HA-149-364,SUPORTE DENTADO
78e8bce5-0315-4d9e-a440-5ede524bd7db,HA-147-178,ANEL
791e95fc-4173-4e2a-a51b-9de9b0316312,GO-2100148,BOMBITE TRAVOES EIXO TRASEIRO
7925b752-bd84-4a74-b568-54d0539997a5,OF-CS-EL-LR-M2P,LIGA��O R�PIDA MACHO 2P
7a18733c-1e10-438e-9d83-d1bb00408f00,GO-7001199,BORRACHA PORTA G3
7a6e54a3-7ebe-4b9a-96ba-f3548ce2a5bb,HA-5061003342,ANILHA
7aa294e7-fa89-4bb9-9df2-486f6297aea9,GO-7140730,AMORTECEDOR COMPLETO FRONTAL G4
7aab4f4c-af0d-45ed-bc99-a0b11acce9dc,OF-CS-EL-TE-002,TERMINAL CILINDRICO MACHO 0.5-1.5
7acf7411-7cc9-4e45-9746-17bb9a818d85,GO-6207262,PROTE��O LATERAL PORTA G4
7afd2cbb-a53f-467f-acc0-a6221f420c5a,TEC-AP529,MOLA
7b39ff57-3acc-4e3b-9482-620e9aa3e18c,OF-CS-EL-FU100G,FUS�VEL 100A
7bb9c11e-cfec-45f9-8990-dde9f1fbfe7e,HA-122-030,BORRACHA ASPIRACAO
7bc8dae1-b565-4196-80b6-e1c6a84ceddc,GO-4200143,BANCO DO CONDUTOR� G3
7bef1431-1ea2-472d-b06b-dbea17a2a787,GO-3500204,CORTA CORRENTE ASPIRADOR G4
7c50d3e3-fc4b-4f56-b3c4-ba4ab822b4d8,HA-150-122,BOMBA DE AGUA
7c99150e-154e-4ba6-9ff3-342a473f48e8,GO-6207650,CAIXA DE DIRE��O | G2
7cf8a25a-1cef-4cb1-b13b-8ef40746205e,GO-3550147,FAROLIM LED DIR
7defdf03-3962-4a90-8a21-7daa04806463,OF-CS-TA-3/4,TAMP�O 3/4 JIC
7e5c7a13-f39e-4e0b-a073-13bce69ad87c,HA-5061003045,TAMPA
7e8004f3-e209-425d-a91a-632d3344b69f,GO-3500214,CONTROLADOR G5
7ea99237-69be-4df7-8df3-b3a3a7105d9a,GO-6201361,AMORTECEDOR TRASEIRO
7f37957f-d18f-4a7f-9f43-7815f9025bbb,GO-4150367,ANILHA
7f6d6f87-2672-47d4-88ad-a528dd9e96e1,OF-CS-PF-CH-48X38,PARAFUSO CHAPA 4.8X38
800d863d-c980-40d4-9ab2-7b4cbe37f780,HA-68-243,FILTRO DE AR
80504d32-8a6c-4610-8fda-69a94818d1a2,GO-4151001,FECHO DA JANELA DE CORRER G4
80a09c77-d8da-4609-ad62-81ca1a5593e8,GO-2100159,ROLAMENTO
80a1b6d4-6786-444f-b495-67a4a4ba095b,GO-6110020,PORCA DA RODA
80c834e4-5109-4f0c-a268-67360d45f2df,OF-CS-GO-AD,�GUA DESTILADA
80e719f4-47e0-4f4c-9b8b-42f5a25dd341,GO-2100002,MAXILA ESQUERDA G3
80ed653a-b982-4cf0-b0c8-563ae9b87069,HA-69005889,FILTRO AR
80f75c16-fb0c-4eae-b960-9635d88f1576,GO-3450242,PROTETOR TERMINAL
810af795-79ad-454b-960b-9ac4153c5b06,HA-114-254,PEGA
81775149-19e8-43db-a892-434bafa38f76,OF-CS-EL-006,TERMINAIS INTALA��O
826481b4-cbb3-43f5-9dd8-3ecbb28ae959,GO-6207177,CONJ. VIDROS PORTA LADO DIR. G3
833256d0-84da-4b2e-bc32-8dd11451e197,HA-116-522,BOMBA
838fb629-21a8-459e-aaf2-1a3652b46675,GO-6207176,CONJ. VIDROS PORTA LADO ESQ. G3
83954217-f943-4ae1-90c8-4865021974cf,GO-7140339,CONVERSOR
83cb9570-37bf-4656-960d-af5364a6385a,TEC-BL006,PERNO
84922455-b8df-41c6-9052-8b365e95831f,OF-CS-HD-TB-BF3950,TUBO HIDR�ULICO C/3950
84b4415f-c249-4cae-abea-1cb6d142ef9a,GO-7140588,SENSOR DE BATERIAS
84bb39a4-3d06-4037-b693-a822c3d0c9e0,OF-CS-HD-USIT14,USIT 1/4 BSP
84f1b35e-dc2b-4b68-b996-e311e87830e1,GO-2100254,ROLAMENTO
851dfce9-d83b-4119-bb31-8c1527b36083,RA-39900121,KIT JUNTAS LINHA
85d25c99-dcdb-4e67-9185-ea819e4094bc,GO-4000371,SENSOR DE TRAV�O G5
8603da15-53f3-4fc5-b448-c0631c40aac0,OF-CS-EL-TE-009,TERMINAL FAST-ON 9.5X1.2
